Age,Gender,Marital,Race_Status,Birth_Place,Language,Occupation,Income_(K)
"[16, 17)","[1, 3)","[6, 7)","[1, 2)","[2, 3)","[1, 49)","[2, 5)",472
"[16, 17)","[1, 3)","[6, 7)","[1, 2)","[2, 3)","[1, 49)","[2, 5)",992
"[16, 17)","[1, 3)","[6, 7)","[1, 2)","[2, 3)","[1, 49)","[2, 5)",476
"[16, 17)","[1, 3)","[6, 7)","[1, 2)","[2, 3)","[1, 49)","[2, 5)",452
"[16, 17)","[1, 3)","[6, 7)","[1, 2)","[2, 3)","[1, 49)","[2, 5)",402
"[16, 17)","[1, 3)","[6, 7)","[1, 2)","[2, 3)","[1, 49)","[2, 5)",962
"[16, 17)","[1, 3)","[6, 7)","[1, 2)","[2, 3)","[1, 49)","[2, 5)",403
"[16, 17)","[1, 3)","[6, 7)","[1, 2)","[2, 3)","[1, 49)","[2, 5)",476
"[16, 17)","[1, 3)","[6, 7)","[1, 2)","[2, 3)","[1, 49)","[2, 5)",460
"[16, 17)","[1, 3)","[6, 7)","[1, 2)","[2, 3)","[1, 49)","[2, 5)",962
"[16, 17)","[1, 3)","[6, 7)","[1, 2)","[2, 3)","[1, 49)","[2, 5)",495
"[16, 17)","[1, 3)","[6, 7)","[1, 2)","[2, 3)","[1, 49)","[2, 5)",495
"[16, 17)","[1, 3)","[6, 7)","[1, 2)","[2, 3)","[1, 49)","[2, 5)",402
"[16, 17)","[1, 3)","[6, 7)","[1, 2)","[2, 3)","[1, 49)","[2, 5)",495
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",775
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",720
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",422
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",562
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",962
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",422
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",413
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",562
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",961
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",992
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",403
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",422
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",962
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",411
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",425
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",961
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",422
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",402
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",494
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",962
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",623
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",962
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",476
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",414
"[17, 18)","[1, 2)","[6, 7)","[1, 2)","[1, 3)","[1, 2)","[2, 5)",962
"[17, 18)","[2, 3)","[6, 7)","[1, 2)","[1, 3)","[1, 12)","[3, 5)",415
"[17, 18)","[2, 3)","[6, 7)","[1, 2)","[1, 3)","[1, 12)","[3, 5)",403
"[17, 18)","[2, 3)","[6, 7)","[1, 2)","[1, 3)","[1, 12)","[3, 5)",472
"[17, 18)","[2, 3)","[6, 7)","[1, 2)","[1, 3)","[1, 12)","[3, 5)",472
"[17, 18)","[2, 3)","[6, 7)","[1, 2)","[1, 3)","[1, 12)","[3, 5)",472
"[17, 18)","[2, 3)","[6, 7)","[1, 2)","[1, 3)","[1, 12)","[3, 5)",476
"[17, 18)","[2, 3)","[6, 7)","[1, 2)","[1, 3)","[1, 12)","[3, 5)",443
"[17, 18)","[2, 3)","[6, 7)","[1, 2)","[1, 3)","[1, 12)","[3, 5)",406
"[17, 18)","[2, 3)","[6, 7)","[1, 2)","[1, 3)","[1, 12)","[3, 5)",472
"[17, 18)","[2, 3)","[6, 7)","[1, 2)","[1, 3)","[1, 12)","[3, 5)",472
"[17, 18)","[2, 3)","[6, 7)","[1, 2)","[1, 3)","[1, 12)","[3, 5)",460
"[17, 18)","[2, 3)","[6, 7)","[1, 2)","[1, 3)","[1, 12)","[3, 5)",422
"[17, 18)","[2, 3)","[6, 7)","[1, 2)","[1, 3)","[1, 12)","[3, 5)",402
"[17, 18)","[2, 3)","[6, 7)","[1, 2)","[1, 3)","[1, 12)","[3, 5)",476
"[17, 18)","[2, 3)","[6, 7)","[1, 2)","[1, 3)","[1, 12)","[3, 5)",282
"[17, 18)","[2, 3)","[6, 7)","[1, 2)","[1, 3)","[1, 12)","[3, 5)",472
"[17, 18)","[2, 3)","[6, 7)","[1, 2)","[1, 3)","[1, 12)","[3, 5)",485
"[17, 18)","[2, 3)","[6, 7)","[1, 2)","[1, 3)","[1, 12)","[3, 5)",406
"[17, 18)","[2, 3)","[6, 7)","[1, 2)","[1, 3)","[1, 12)","[3, 5)",415
"[17, 18)","[2, 3)","[6, 7)","[1, 2)","[1, 3)","[1, 12)","[3, 5)",422
"[17, 18)","[2, 3)","[6, 7)","[1, 2)","[1, 3)","[1, 12)","[3, 5)",402
"[17, 18)","[2, 3)","[6, 7)","[1, 2)","[1, 3)","[1, 12)","[3, 5)",402
"[16, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 13)","[2, 5)",814
"[16, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 13)","[2, 5)",524
"[16, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 13)","[2, 5)",474
"[16, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 13)","[2, 5)",402
"[16, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 13)","[2, 5)",495
"[16, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 13)","[2, 5)",402
"[16, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 13)","[2, 5)",992
"[16, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 13)","[2, 5)",406
"[16, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 13)","[2, 5)",822
"[16, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 13)","[2, 5)",961
"[16, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 13)","[2, 5)",413
"[16, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 13)","[2, 5)",472
"[16, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 13)","[2, 5)",962
"[16, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 13)","[2, 5)",422
"[16, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 13)","[2, 5)",626
"[16, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 13)","[2, 5)",425
"[16, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 13)","[2, 5)",472
"[16, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 13)","[2, 5)",992
"[16, 18)","[1, 2)","[6, 7)","[1, 2)","[4, 5)","[1, 13)","[2, 5)",992
"[16, 18)","[2, 3)","[6, 7)","[1, 2)","[4, 5)","[1, 2)","[3, 5)",234
"[16, 18)","[2, 3)","[6, 7)","[1, 2)","[4, 5)","[1, 2)","[3, 5)",476
"[16, 18)","[2, 3)","[6, 7)","[1, 2)","[4, 5)","[1, 2)","[3, 5)",962
"[16, 18)","[2, 3)","[6, 7)","[1, 2)","[4, 5)","[1, 2)","[3, 5)",472
"[16, 18)","[2, 3)","[6, 7)","[1, 2)","[4, 5)","[1, 2)","[3, 5)",472
"[16, 18)","[2, 3)","[6, 7)","[1, 2)","[4, 5)","[1, 2)","[3, 5)",474
"[16, 18)","[2, 3)","[6, 7)","[1, 2)","[4, 5)","[1, 2)","[3, 5)",540
"[16, 18)","[2, 3)","[6, 7)","[1, 2)","[4, 5)","[1, 2)","[3, 5)",962
"[16, 18)","[2, 3)","[6, 7)","[1, 2)","[4, 5)","[1, 2)","[3, 5)",992
"[16, 18)","[2, 3)","[6, 7)","[1, 2)","[4, 5)","[1, 2)","[3, 5)",422
"[16, 18)","[2, 3)","[6, 7)","[1, 2)","[4, 5)","[1, 2)","[3, 5)",422
"[16, 18)","[2, 3)","[6, 7)","[1, 2)","[4, 5)","[1, 2)","[3, 5)",415
"[16, 17)","[1, 3)","[6, 7)","[2, 4)","[1, 5)","[1, 2)","[2, 4)",582
"[16, 17)","[1, 3)","[6, 7)","[2, 4)","[1, 5)","[1, 2)","[2, 4)",425
"[16, 17)","[1, 3)","[6, 7)","[2, 4)","[1, 5)","[1, 2)","[2, 4)",992
"[16, 17)","[1, 3)","[6, 7)","[2, 4)","[1, 5)","[1, 2)","[2, 4)",992
"[16, 17)","[1, 3)","[6, 7)","[2, 4)","[1, 5)","[1, 2)","[2, 4)",275
"[16, 17)","[1, 3)","[6, 7)","[2, 4)","[1, 5)","[1, 2)","[2, 4)",992
"[16, 17)","[1, 3)","[6, 7)","[2, 4)","[1, 5)","[1, 2)","[2, 4)",892
"[16, 17)","[1, 3)","[6, 7)","[2, 4)","[1, 5)","[1, 2)","[2, 4)",472
"[16, 17)","[1, 3)","[6, 7)","[2, 4)","[1, 5)","[1, 2)","[2, 4)",402
"[16, 17)","[1, 3)","[6, 7)","[2, 4)","[1, 5)","[1, 2)","[2, 4)",476
"[16, 17)","[1, 3)","[6, 7)","[2, 4)","[1, 5)","[1, 2)","[2, 4)",472
"[16, 17)","[1, 3)","[6, 7)","[2, 4)","[1, 5)","[1, 2)","[2, 4)",476
"[16, 17)","[1, 3)","[6, 7)","[2, 4)","[1, 5)","[1, 2)","[2, 4)",413
"[16, 17)","[1, 3)","[6, 7)","[2, 4)","[1, 3)","[1, 72)","[4, 5)",992
"[16, 17)","[1, 3)","[6, 7)","[2, 4)","[1, 3)","[1, 72)","[4, 5)",586
"[16, 17)","[1, 3)","[6, 7)","[2, 4)","[1, 3)","[1, 72)","[4, 5)",551
"[16, 17)","[1, 3)","[6, 7)","[2, 4)","[1, 3)","[1, 72)","[4, 5)",846
"[16, 17)","[1, 3)","[6, 7)","[2, 4)","[1, 3)","[1, 72)","[4, 5)",992
"[16, 17)","[1, 3)","[6, 7)","[2, 4)","[1, 3)","[1, 72)","[4, 5)",562
"[16, 17)","[1, 3)","[6, 7)","[2, 4)","[1, 3)","[1, 72)","[4, 5)",280
"[16, 17)","[1, 3)","[6, 7)","[2, 4)","[1, 3)","[1, 72)","[4, 5)",406
"[16, 17)","[1, 3)","[6, 7)","[2, 4)","[1, 3)","[1, 72)","[4, 5)",100
"[16, 17)","[1, 3)","[6, 7)","[2, 4)","[1, 3)","[1, 72)","[4, 5)",402
"[17, 18)","[1, 3)","[6, 7)","[2, 3)","[1, 2)","[1, 2)","[3, 5)",411
"[17, 18)","[1, 3)","[6, 7)","[2, 3)","[1, 2)","[1, 2)","[3, 5)",402
"[17, 18)","[1, 3)","[6, 7)","[2, 3)","[1, 2)","[1, 2)","[3, 5)",494
"[17, 18)","[1, 3)","[6, 7)","[2, 3)","[1, 2)","[1, 2)","[3, 5)",472
"[17, 18)","[1, 3)","[6, 7)","[2, 3)","[1, 2)","[1, 2)","[3, 5)",402
"[17, 18)","[1, 3)","[6, 7)","[2, 3)","[1, 2)","[1, 2)","[3, 5)",476
"[17, 18)","[1, 3)","[6, 7)","[2, 3)","[1, 2)","[1, 2)","[3, 5)",451
"[17, 18)","[1, 3)","[6, 7)","[2, 3)","[1, 2)","[1, 2)","[3, 5)",411
"[17, 18)","[1, 3)","[6, 7)","[2, 3)","[1, 2)","[1, 2)","[3, 5)",962
"[17, 18)","[1, 3)","[6, 7)","[2, 3)","[1, 2)","[1, 2)","[3, 5)",551
"[17, 18)","[1, 3)","[6, 7)","[2, 4)","[2, 5)","[1, 95)","[2, 5)",405
"[17, 18)","[1, 3)","[6, 7)","[2, 4)","[2, 5)","[1, 95)","[2, 5)",720
"[17, 18)","[1, 3)","[6, 7)","[2, 4)","[2, 5)","[1, 95)","[2, 5)",435
"[17, 18)","[1, 3)","[6, 7)","[2, 4)","[2, 5)","[1, 95)","[2, 5)",972
"[17, 18)","[1, 3)","[6, 7)","[2, 4)","[2, 5)","[1, 95)","[2, 5)",962
"[17, 18)","[1, 3)","[6, 7)","[2, 4)","[2, 5)","[1, 95)","[2, 5)",586
"[17, 18)","[1, 3)","[6, 7)","[2, 4)","[2, 5)","[1, 95)","[2, 5)",826
"[17, 18)","[1, 3)","[6, 7)","[2, 4)","[2, 5)","[1, 95)","[2, 5)",402
"[17, 18)","[1, 3)","[6, 7)","[2, 4)","[2, 5)","[1, 95)","[2, 5)",422
"[17, 18)","[1, 3)","[6, 7)","[2, 4)","[2, 5)","[1, 95)","[2, 5)",360
"[16, 18)","[1, 2)","[6, 7)","[4, 9)","[1, 5)","[1, 72)","[2, 5)",402
"[16, 18)","[1, 2)","[6, 7)","[4, 9)","[1, 5)","[1, 72)","[2, 5)",425
"[16, 18)","[1, 2)","[6, 7)","[4, 9)","[1, 5)","[1, 72)","[2, 5)",610
"[16, 18)","[1, 2)","[6, 7)","[4, 9)","[1, 5)","[1, 72)","[2, 5)",781
"[16, 18)","[1, 2)","[6, 7)","[4, 9)","[1, 5)","[1, 72)","[2, 5)",495
"[16, 18)","[1, 2)","[6, 7)","[4, 9)","[1, 5)","[1, 72)","[2, 5)",495
"[16, 18)","[1, 2)","[6, 7)","[4, 9)","[1, 5)","[1, 72)","[2, 5)",425
"[16, 18)","[1, 2)","[6, 7)","[4, 9)","[1, 5)","[1, 72)","[2, 5)",626
"[16, 18)","[1, 2)","[6, 7)","[4, 9)","[1, 5)","[1, 72)","[2, 5)",962
"[16, 18)","[1, 2)","[6, 7)","[4, 9)","[1, 5)","[1, 72)","[2, 5)",214
"[16, 18)","[1, 2)","[6, 7)","[4, 9)","[1, 5)","[1, 72)","[2, 5)",422
"[16, 18)","[1, 2)","[6, 7)","[4, 9)","[1, 5)","[1, 72)","[2, 5)",962
"[16, 18)","[1, 2)","[6, 7)","[4, 9)","[1, 5)","[1, 72)","[2, 5)",402
"[16, 18)","[1, 2)","[6, 7)","[4, 9)","[1, 5)","[1, 72)","[2, 5)",532
"[16, 18)","[1, 2)","[6, 7)","[4, 9)","[1, 5)","[1, 72)","[2, 5)",411
"[16, 18)","[2, 3)","[6, 7)","[6, 9)","[1, 5)","[1, 13)","[2, 5)",992
"[16, 18)","[2, 3)","[6, 7)","[6, 9)","[1, 5)","[1, 13)","[2, 5)",472
"[16, 18)","[2, 3)","[6, 7)","[6, 9)","[1, 5)","[1, 13)","[2, 5)",485
"[16, 18)","[2, 3)","[6, 7)","[6, 9)","[1, 5)","[1, 13)","[2, 5)",403
"[16, 18)","[2, 3)","[6, 7)","[6, 9)","[1, 5)","[1, 13)","[2, 5)",403
"[16, 18)","[2, 3)","[6, 7)","[6, 9)","[1, 5)","[1, 13)","[2, 5)",460
"[16, 18)","[2, 3)","[6, 7)","[6, 9)","[1, 5)","[1, 13)","[2, 5)",524
"[16, 18)","[2, 3)","[6, 7)","[6, 9)","[1, 5)","[1, 13)","[2, 5)",586
"[16, 18)","[2, 3)","[6, 7)","[6, 9)","[1, 5)","[1, 13)","[2, 5)",516
"[16, 18)","[2, 3)","[6, 7)","[6, 9)","[1, 5)","[1, 13)","[2, 5)",992
"[16, 18)","[2, 3)","[6, 7)","[6, 9)","[1, 5)","[1, 13)","[2, 5)",472
"[16, 18)","[2, 3)","[6, 7)","[6, 9)","[1, 5)","[1, 13)","[2, 5)",472
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",526
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",411
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",472
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",443
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",452
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",425
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",472
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",155
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",562
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",472
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",472
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",395
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",605
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",476
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",605
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",403
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",726
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",460
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",992
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",411
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",472
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",605
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",476
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",472
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",476
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",494
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",476
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",406
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",472
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",992
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",472
"[16, 18)","[1, 3)","[3, 7)","[1, 2)","[1, 2)","[1, 2)","[5, 6)",395
"[16, 18)","[1, 2)","[2, 7)","[1, 2)","[2, 3)","[1, 2)","[5, 6)",476
"[16, 18)","[1, 2)","[2, 7)","[1, 2)","[2, 3)","[1, 2)","[5, 6)",476
"[16, 18)","[1, 2)","[2, 7)","[1, 2)","[2, 3)","[1, 2)","[5, 6)",626
